,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
2884,2885,87.0,1.0,USA,3000000.0,1200000.0,922,23.0,19.0,107,29.0,683.0,155.0,147.0,1139,5.1,Fair
1320,1321,101.0,2.0,USA,25000000.0,876671.0,22010,90.0,94.0,0,47.0,499.0,3.0,2.0,504,6.9,Good
3334,3335,98.0,2.0,France,9000000.0,,24436,186.0,107.0,0,35.0,949.0,178.0,170.0,1510,5.9,Fair
2090,2091,132.0,0.0,USA,22000000.0,40270895.0,121937,431.0,129.0,15000,24.0,967.0,912.0,506.0,3152,7.6,Good
726,727,113.0,6.0,USA,60000000.0,109176215.0,83506,144.0,166.0,0,0.0,4000.0,722.0,721.0,8172,5.5,Fair
280,281,104.0,0.0,New Line,90000000.0,6712451.0,4102,89.0,62.0,53,23.0,752.0,631.0,591.0,3133,4.4,Fair
3227,3228,82.0,1.0,USA,10000000.0,131617.0,9971,119.0,79.0,661,216.0,1000.0,922.0,885.0,5761,6.3,Good
3969,3970,226.0,1.0,USA,3977000.0,198655278.0,215340,706.0,157.0,16000,149.0,503.0,384.0,248.0,1862,8.2,Excellent
4724,4725,86.0,0.0,USA,500000.0,39552600.0,3411,36.0,5.0,816,24.0,407.0,189.0,142.0,1090,6.1,Good
3164,3165,89.0,9.0,USA,10000000.0,8070311.0,12706,75.0,52.0,0,18.0,7000.0,2000.0,2000.0,13626,5.3,Fair
2187,2188,77.0,0.0,USA,30000000.0,45542421.0,13319,53.0,89.0,347,25.0,304.0,253.0,16.0,575,6.3,Good
164,165,215.0,1.0,USA,130000000.0,107503316.0,392474,1229.0,451.0,18000,0.0,986.0,745.0,413.0,2530,7.7,Good
1554,1555,105.0,1.0,France,33000000.0,99462.0,11347,28.0,122.0,5000,0.0,716.0,648.0,223.0,1843,7.1,Good
944,945,125.0,1.0,USA,50000000.0,127997349.0,101178,779.0,321.0,90000,252.0,40000.0,11000.0,10000.0,62837,6.0,Fair
3457,3458,107.0,0.0,Germany,5000000.0,,80639,96.0,93.0,25000,23.0,287.0,150.0,93.0,635,7.6,Good
267,268,114.0,4.0,USA,110000000.0,61656849.0,184561,554.0,326.0,123000,151.0,11000.0,635.0,430.0,12908,6.7,Good
2508,2509,121.0,1.0,UK,17000000.0,16311763.0,50656,416.0,125.0,0,0.0,989.0,888.0,244.0,2365,7.5,Good
3992,3993,149.0,0.0,USA,3500000.0,,7071,83.0,25.0,930,160.0,157.0,139.0,75.0,646,7.6,Good
1672,1673,139.0,0.0,USA,30000000.0,30513940.0,15843,104.0,165.0,11000,150.0,521.0,491.0,400.0,2060,6.9,Good
3780,3781,112.0,1.0,USA,5000000.0,2445646.0,32382,99.0,163.0,13000,52.0,10000.0,963.0,688.0,12897,7.0,Good
1622,1623,114.0,1.0,USA,30000000.0,60033780.0,18973,162.0,65.0,0,0.0,970.0,631.0,545.0,2860,5.9,Fair
1996,1997,121.0,0.0,Canada,25000000.0,3073392.0,59462,300.0,229.0,0,353.0,45.0,30.0,18.0,142,6.6,Good
3172,3173,87.0,1.0,USA,,6857503.0,32697,85.0,212.0,0,44.0,1000.0,939.0,727.0,4769,6.3,Good
2562,2563,94.0,3.0,USA,16000000.0,20627372.0,13661,134.0,67.0,487,7.0,3000.0,240.0,95.0,3451,5.3,Fair
4563,4564,86.0,2.0,UK,1000000.0,1277257.0,2629,32.0,18.0,227,132.0,778.0,695.0,584.0,2400,6.8,Good
3700,3701,94.0,0.0,USA,5000000.0,104007828.0,76828,314.0,251.0,24000,24.0,581.0,438.0,434.0,2371,5.8,Fair
138,139,90.0,0.0,USA,150000000.0,165230261.0,182718,209.0,284.0,20000,90.0,11000.0,10000.0,15.0,21015,7.3,Good
2916,2917,130.0,0.0,USA,8000000.0,260000000.0,412454,962.0,385.0,21000,14000.0,813.0,559.0,366.0,2047,8.0,Good
2244,2245,113.0,3.0,USA,20000000.0,18882880.0,20539,125.0,88.0,681,0.0,995.0,975.0,949.0,4039,5.9,Fair
3430,3431,93.0,2.0,UK,,,3740,13.0,25.0,0,16.0,1000.0,524.0,376.0,2284,5.4,Fair
93,94,109.0,0.0,USA,200000000.0,150350192.0,305340,1676.0,280.0,0,84.0,648.0,284.0,191.0,1769,6.4,Good
1542,1543,101.0,1.0,USA,32000000.0,60328558.0,61396,159.0,88.0,11000,503.0,13000.0,1000.0,1000.0,18734,7.0,Good
3572,3573,102.0,0.0,New Zealand,6500000.0,,2892,18.0,12.0,830,9.0,1000.0,433.0,368.0,1904,6.5,Good
3852,3853,98.0,,USA,5000000.0,10429707.0,10483,125.0,49.0,0,10.0,589.0,416.0,402.0,2705,5.4,Fair
2608,2609,45.0,0.0,USA,,,18058,68.0,20.0,0,,460.0,292.0,260.0,2380,7.3,Good
681,682,101.0,0.0,USA,65000000.0,28045540.0,67707,202.0,136.0,0,4000.0,17000.0,14000.0,539.0,32232,6.1,Good
3038,3039,97.0,3.0,USA,10500000.0,38201895.0,149222,749.0,101.0,0,16.0,4000.0,656.0,637.0,6223,6.9,Good
611,612,111.0,2.0,USA,70000000.0,48430355.0,43709,141.0,185.0,0,2000.0,17000.0,1000.0,244.0,18510,5.3,Fair
1649,1650,104.0,3.0,USA,30000000.0,40118420.0,26066,216.0,69.0,0,134.0,585.0,495.0,64.0,1165,5.6,Fair
3714,3715,83.0,0.0,USA,3300000.0,25799043.0,28513,126.0,152.0,0,26.0,10000.0,830.0,801.0,11771,5.2,Fair
502,503,94.0,0.0,France,86000000.0,15131330.0,25843,64.0,101.0,941,0.0,563.0,80.0,14.0,683,6.0,Fair
1156,1157,90.0,1.0,USA,42000000.0,87856565.0,106909,268.0,108.0,0,29.0,22000.0,923.0,650.0,24534,5.9,Fair
2185,2186,89.0,0.0,USA,20000000.0,46363118.0,25960,389.0,140.0,1000,19.0,526.0,392.0,349.0,1383,4.1,Fair
1852,1853,100.0,4.0,USA,26000000.0,23222861.0,11092,44.0,55.0,167,8.0,1000.0,934.0,588.0,3742,4.5,Fair
1497,1498,117.0,1.0,USA,35000000.0,7458269.0,70698,196.0,147.0,9000,0.0,883.0,883.0,567.0,3611,6.9,Good
319,320,122.0,0.0,USA,100000000.0,24985612.0,71782,161.0,289.0,27000,2000.0,26000.0,911.0,571.0,28328,7.0,Good
2079,2080,111.0,0.0,Australia,22500000.0,4190530.0,53341,185.0,183.0,18000,0.0,523.0,468.0,234.0,1795,7.1,Good
4208,4209,89.0,2.0,USA,2500000.0,,858,7.0,2.0,190,20.0,794.0,607.0,555.0,2579,5.8,Fair
1422,1423,123.0,0.0,USA,35000000.0,59699513.0,20827,136.0,160.0,0,130.0,826.0,638.0,426.0,2259,7.2,Good
4316,4317,88.0,3.0,UK,,,17296,91.0,107.0,0,6.0,513.0,480.0,161.0,1593,5.2,Fair
3327,3328,84.0,0.0,USA,8600000.0,14373825.0,63216,196.0,133.0,0,8.0,4000.0,922.0,896.0,6954,6.5,Good
169,170,106.0,1.0,USA,137000000.0,32131830.0,72259,788.0,166.0,0,6.0,12000.0,2000.0,422.0,15015,6.4,Good
1877,1878,107.0,1.0,Russia,26000000.0,,3170,18.0,25.0,0,0.0,1000.0,65.0,48.0,1166,5.4,Fair
3967,3968,120.0,0.0,UK,2000000.0,,23713,167.0,62.0,2000,160.0,559.0,269.0,94.0,1238,7.9,Good
2408,2409,97.0,4.0,USA,17000000.0,86049418.0,245989,554.0,159.0,0,70.0,2000.0,1000.0,625.0,5032,7.0,Good
477,478,89.0,0.0,USA,80000000.0,169692572.0,56501,97.0,152.0,16000,266.0,12000.0,11000.0,859.0,26839,6.7,Good
4176,4177,100.0,1.0,USA,2600000.0,,5012,47.0,66.0,254,6.0,331.0,272.0,209.0,1082,5.3,Fair
1108,1109,94.0,1.0,USA,25000000.0,32003620.0,79141,355.0,127.0,2000,160.0,550.0,216.0,167.0,1102,6.5,Good
955,956,133.0,1.0,USA,50000000.0,75605492.0,283563,312.0,419.0,27000,152.0,22000.0,18000.0,11000.0,53094,7.6,Good
1724,1725,92.0,0.0,USA,30000000.0,,36487,114.0,130.0,0,165.0,26000.0,947.0,700.0,29773,5.6,Fair
1374,1375,107.0,2.0,USA,37000000.0,44867349.0,75347,176.0,203.0,0,0.0,13000.0,642.0,574.0,14483,5.6,Fair
1643,1644,121.0,2.0,USA,30000000.0,46875468.0,196217,461.0,478.0,59000,777.0,455.0,221.0,219.0,1467,7.6,Good
111,112,144.0,0.0,USA,150000000.0,318759914.0,513158,1782.0,396.0,8000,0.0,662.0,599.0,581.0,2333,7.1,Good
4059,4060,113.0,1.0,USA,3000000.0,19184015.0,1466,35.0,24.0,63,9.0,71.0,65.0,12.0,159,5.4,Fair
1519,1520,114.0,1.0,USA,34000000.0,6543194.0,3740,61.0,52.0,314,46.0,818.0,649.0,292.0,1778,5.6,Fair
4543,4544,103.0,2.0,USA,1000000.0,9013113.0,36321,230.0,169.0,0,2.0,2000.0,508.0,226.0,3192,7.4,Good
1004,1005,118.0,0.0,USA,50000000.0,25450527.0,80196,190.0,245.0,0,670.0,6000.0,450.0,294.0,7654,6.5,Good
1831,1832,91.0,1.0,USA,26000000.0,20819129.0,84209,201.0,167.0,0,41.0,567.0,402.0,328.0,2954,5.2,Fair
585,586,92.0,0.0,USA,74000000.0,162495848.0,34359,133.0,147.0,16000,5.0,870.0,861.0,726.0,5217,6.0,Fair
883,884,100.0,0.0,USA,71000000.0,11466088.0,8983,84.0,44.0,316,0.0,995.0,879.0,745.0,3952,4.7,Fair
1003,1004,110.0,1.0,USA,50000000.0,26199517.0,34356,260.0,146.0,705,16000.0,16000.0,1000.0,581.0,18635,6.4,Good
4723,4724,115.0,1.0,India,550000.0,,113,3.0,19.0,126,95.0,0.0,0.0,0.0,0,7.0,Good
1458,1459,111.0,1.0,UK,20000000.0,,38017,247.0,100.0,12000,24.0,591.0,488.0,455.0,2603,6.4,Good
4781,4782,82.0,6.0,USA,500000.0,,53,5.0,1.0,62,5.0,472.0,251.0,237.0,1752,4.3,Fair
2852,2853,91.0,5.0,USA,13000000.0,27052167.0,24834,168.0,57.0,934,6.0,904.0,471.0,459.0,3353,6.1,Good
1837,1838,117.0,3.0,USA,27000000.0,87341380.0,255257,374.0,232.0,0,234.0,11000.0,989.0,919.0,15590,7.0,Good
999,1000,131.0,0.0,UK,50000000.0,27667947.0,86374,392.0,209.0,3000,73.0,879.0,184.0,163.0,1344,6.2,Good
4228,4229,92.0,0.0,USA,2200000.0,21300000.0,22521,342.0,160.0,1000,13.0,42.0,27.0,17.0,170,4.7,Fair
3826,3827,98.0,0.0,UK,,238774.0,9611,70.0,64.0,864,16.0,10000.0,838.0,621.0,11703,6.8,Good
4333,4334,107.0,1.0,USA,,4556.0,4478,23.0,41.0,825,17.0,594.0,591.0,322.0,2020,5.6,Fair
1857,1858,99.0,0.0,Canada,26000000.0,13829734.0,16194,79.0,32.0,319,5.0,1000.0,691.0,535.0,2960,4.3,Fair
4216,4217,101.0,0.0,UK,2500000.0,,2753,82.0,20.0,0,15.0,844.0,722.0,663.0,3132,3.1,Bad
2415,2416,111.0,0.0,USA,15000000.0,31471430.0,83374,828.0,279.0,0,521.0,97.0,68.0,64.0,313,7.6,Good
1333,1334,119.0,0.0,USA,40000000.0,25335935.0,242599,1594.0,276.0,14000,0.0,2000.0,505.0,279.0,2853,8.0,Good
1,2,169.0,0.0,USA,300000000.0,309404152.0,471220,1238.0,302.0,0,563.0,40000.0,5000.0,1000.0,48350,7.1,Good
2957,2958,86.0,5.0,USA,,17321573.0,3119,18.0,33.0,151,17.0,873.0,691.0,581.0,3646,4.5,Fair
1736,1737,128.0,3.0,USA,30000000.0,37036404.0,44816,259.0,148.0,0,0.0,955.0,869.0,754.0,5404,6.4,Good
1731,1732,110.0,0.0,Italy,30000000.0,,14618,108.0,56.0,447,59.0,1000.0,794.0,24.0,1831,6.7,Good
4138,4139,82.0,4.0,USA,3000000.0,,520,8.0,6.0,398,9.0,904.0,779.0,648.0,4092,3.9,Bad
3696,3697,95.0,0.0,USA,4000000.0,87025093.0,188679,864.0,250.0,0,163.0,1000.0,654.0,651.0,4134,6.6,Good
1336,1337,113.0,1.0,USA,40000000.0,29802761.0,46480,115.0,211.0,12000,88.0,22000.0,13000.0,785.0,36009,6.4,Good
3977,3978,102.0,0.0,USA,3700000.0,2956000.0,3258,54.0,41.0,359,136.0,89.0,78.0,48.0,282,7.1,Good
3342,3343,119.0,0.0,UK,8500000.0,4440055.0,21360,110.0,222.0,0,319.0,2000.0,552.0,179.0,3279,7.0,Good
2183,2184,128.0,0.0,UK,20000000.0,52066000.0,61114,212.0,364.0,22000,151.0,1000.0,1000.0,852.0,3869,7.5,Good
318,319,94.0,0.0,USA,84000000.0,17010646.0,40751,239.0,78.0,881,6.0,490.0,294.0,227.0,1195,2.2,Bad
1369,1370,110.0,12.0,USA,40000000.0,41102171.0,57266,89.0,170.0,14000,52.0,10000.0,2000.0,651.0,13396,5.7,Fair
4538,4539,86.0,0.0,UK,1000000.0,14564027.0,76407,335.0,203.0,0,385.0,266.0,209.0,100.0,673,7.0,Good
4764,4765,103.0,3.0,UK,,,26863,54.0,48.0,0,21.0,25000.0,766.0,680.0,26999,7.2,Good
1361,1362,110.0,2.0,USA,38000000.0,623374.0,4757,67.0,31.0,474,49.0,1000.0,569.0,427.0,2120,5.2,Fair
916,917,215.0,0.0,USA,52000000.0,36385763.0,138941,1448.0,156.0,0,0.0,648.0,568.0,463.0,1937,7.6,Good
4237,4238,172.0,5.0,USA,2100000.0,23650000.0,40359,235.0,97.0,0,355.0,749.0,208.0,188.0,1941,8.1,Excellent
270,271,120.0,0.0,USA,110000000.0,24004159.0,68720,191.0,188.0,0,153.0,1000.0,1000.0,447.0,3175,5.8,Fair
2860,2861,91.0,0.0,USA,13000000.0,38916903.0,15664,149.0,112.0,0,13.0,803.0,587.0,140.0,1921,5.8,Fair
4253,4254,87.0,0.0,Australia,2000000.0,9003011.0,133966,294.0,177.0,0,750.0,745.0,531.0,41.0,1396,7.6,Good
1090,1091,91.0,0.0,USA,45000000.0,66790248.0,57281,350.0,167.0,0,50.0,521.0,108.0,67.0,758,6.5,Good
4071,4072,100.0,0.0,USA,3000000.0,11694528.0,7721,72.0,114.0,635,1000.0,989.0,744.0,220.0,2165,7.2,Good
1827,1828,101.0,0.0,USA,27000000.0,4476235.0,49405,226.0,127.0,2000,212.0,1000.0,968.0,749.0,4186,6.4,Good
4839,4840,109.0,0.0,USA,200000.0,5199.0,720,23.0,13.0,30,3.0,54.0,53.0,25.0,185,6.6,Good
4835,4836,104.0,1.0,Cameroon,,32631.0,291,8.0,27.0,50,0.0,2.0,0.0,,2,7.5,Good
1315,1316,94.0,1.0,USA,40000000.0,511920.0,2458,26.0,41.0,211,0.0,795.0,754.0,379.0,2449,4.4,Fair
4435,4436,93.0,1.0,USA,1500000.0,,7,,,132,228.0,310.0,228.0,134.0,771,7.6,Good
2150,2151,115.0,0.0,Canada,31000000.0,2840417.0,77493,527.0,196.0,6000,0.0,1000.0,900.0,716.0,2990,6.8,Good
702,703,114.0,0.0,USA,62000000.0,65000000.0,43027,214.0,75.0,0,0.0,524.0,517.0,452.0,2668,6.8,Good
1070,1071,127.0,1.0,UK,25000000.0,14946229.0,2581,29.0,72.0,0,65.0,788.0,423.0,345.0,2104,7.3,Good
19,20,164.0,0.0,New Zealand,250000000.0,255108370.0,354228,802.0,422.0,65000,0.0,5000.0,972.0,773.0,9152,7.5,Good
762,763,116.0,0.0,USA,75000000.0,47748610.0,170179,656.0,223.0,0,0.0,1000.0,720.0,672.0,3090,6.3,Good
513,514,91.0,2.0,USA,79000000.0,74158157.0,60370,264.0,156.0,0,221.0,14000.0,11000.0,553.0,27405,3.4,Bad
294,295,115.0,1.0,USA,100000000.0,101228120.0,84424,131.0,81.0,0,55.0,1000.0,773.0,383.0,3454,6.1,Good
2653,2654,89.0,8.0,Germany,15000000.0,29302097.0,23408,105.0,74.0,810,10.0,811.0,636.0,231.0,2167,4.6,Fair
876,877,141.0,0.0,USA,55000000.0,35707327.0,199056,387.0,264.0,14000,16000.0,11000.0,963.0,539.0,12840,7.8,Good
1240,1241,99.0,0.0,USA,40000000.0,52320979.0,114321,548.0,175.0,0,18.0,18000.0,426.0,211.0,18693,6.8,Good
418,419,97.0,1.0,UK,100000000.0,46440491.0,35446,78.0,190.0,0,6.0,1000.0,579.0,561.0,2707,7.1,Good
2224,2225,109.0,4.0,USA,20000000.0,26415649.0,94892,189.0,190.0,0,453.0,18000.0,11000.0,2000.0,33878,6.8,Good
1712,1713,122.0,3.0,USA,18000000.0,26830000.0,101888,365.0,60.0,0,380.0,18000.0,11000.0,2000.0,32930,7.9,Good
1772,1773,83.0,3.0,Germany,28000000.0,37053924.0,77935,122.0,220.0,0,181.0,731.0,579.0,459.0,1987,6.1,Good
1408,1409,143.0,2.0,USA,35000000.0,82300000.0,63330,405.0,134.0,0,338.0,12000.0,664.0,643.0,16007,6.4,Good
1718,1719,88.0,1.0,UK,30000000.0,2975649.0,23864,142.0,124.0,0,108.0,876.0,142.0,135.0,1518,7.0,Good
1272,1273,135.0,1.0,USA,40000000.0,29077547.0,41685,754.0,146.0,3000,0.0,3000.0,1000.0,715.0,5917,7.0,Good
3563,3564,91.0,0.0,USA,6500000.0,10149779.0,8294,160.0,97.0,342,38.0,730.0,461.0,91.0,1405,3.6,Bad
116,117,104.0,0.0,USA,150000000.0,256386216.0,530870,1413.0,323.0,11000,508.0,10000.0,1000.0,558.0,13076,7.2,Good
2316,2317,114.0,0.0,Canada,20000000.0,,6904,102.0,25.0,971,329.0,1000.0,912.0,544.0,3493,6.5,Good
1477,1478,118.0,0.0,USA,35000000.0,17609982.0,90046,141.0,224.0,17000,138.0,26000.0,968.0,458.0,28479,6.2,Good
504,505,102.0,0.0,UK,52000000.0,1891821.0,16474,301.0,113.0,785,0.0,1000.0,307.0,212.0,1890,4.2,Fair
1358,1359,109.0,0.0,USA,15000000.0,13782838.0,258078,911.0,297.0,23000,0.0,957.0,163.0,145.0,1757,8.2,Excellent
4884,4885,151.0,0.0,USA,245000.0,,4849,45.0,48.0,226,54.0,81.0,12.0,6.0,108,8.3,Excellent
4161,4162,118.0,0.0,USA,2700000.0,,8856,90.0,33.0,0,19.0,481.0,81.0,48.0,681,7.4,Good
4937,4938,72.0,0.0,USA,150000.0,4914.0,123,2.0,5.0,215,0.0,0.0,0.0,0.0,0,7.0,Good
2620,2621,102.0,0.0,USA,15000000.0,101978840.0,77724,162.0,157.0,26000,79.0,925.0,38.0,27.0,1018,6.6,Good
619,620,98.0,3.0,USA,70000000.0,18990542.0,22264,289.0,151.0,584,323.0,1000.0,841.0,390.0,2763,3.0,Bad
1341,1342,100.0,1.0,USA,38000000.0,85570368.0,44885,107.0,103.0,478,0.0,12000.0,2000.0,1000.0,18291,5.1,Fair
2435,2436,102.0,1.0,Canada,18000000.0,14793904.0,28209,80.0,107.0,0,0.0,946.0,800.0,529.0,4072,5.3,Fair
3736,3737,95.0,3.0,USA,5000000.0,241437427.0,102071,756.0,168.0,5000,38.0,567.0,312.0,249.0,1495,6.6,Good
7,8,141.0,4.0,USA,250000000.0,458991599.0,462669,1117.0,635.0,118000,0.0,26000.0,21000.0,19000.0,92000,7.5,Good
683,684,131.0,0.0,USA,65000000.0,43532294.0,46951,175.0,96.0,0,368.0,11000.0,529.0,383.0,12088,7.1,Good
715,716,119.0,1.0,USA,60000000.0,121468960.0,407601,849.0,249.0,0,218.0,13000.0,147.0,73.0,13249,7.9,Good
2516,2517,107.0,6.0,USA,19000000.0,7156725.0,22639,217.0,153.0,300,80.0,2000.0,2000.0,841.0,5992,5.5,Fair
507,508,135.0,0.0,USA,58000000.0,170708996.0,610568,1171.0,205.0,29000,2000.0,1000.0,592.0,535.0,2827,8.2,Excellent
4596,4597,105.0,2.0,USA,1000000.0,,1434,43.0,8.0,27,5.0,590.0,231.0,73.0,1042,5.2,Fair
3939,3940,102.0,0.0,USA,1300000.0,354704.0,2705,38.0,68.0,314,212.0,10000.0,633.0,195.0,11083,5.9,Fair
5037,5038,87.0,2.0,Canada,,,629,6.0,1.0,84,2.0,637.0,470.0,318.0,2283,7.7,Good
3371,3372,93.0,1.0,USA,8000000.0,,3904,48.0,14.0,495,2.0,484.0,345.0,213.0,1455,5.0,Fair
4737,4738,101.0,0.0,USA,500000.0,1111615.0,651,34.0,3.0,44,0.0,69.0,34.0,17.0,155,6.0,Fair
3378,3379,112.0,0.0,USA,,18811135.0,15337,172.0,95.0,0,3.0,876.0,801.0,268.0,2832,7.5,Good
4843,4844,80.0,0.0,USA,300000.0,,19875,147.0,164.0,0,43.0,13000.0,926.0,668.0,14950,6.2,Good
538,539,124.0,0.0,USA,75000000.0,68473360.0,49536,379.0,134.0,0,258.0,867.0,826.0,748.0,3424,5.9,Fair
1510,1511,113.0,0.0,USA,34000000.0,102413606.0,310903,524.0,297.0,38000,47.0,988.0,149.0,129.0,1783,6.8,Good
48,49,114.0,1.0,USA,195000000.0,65171860.0,106416,205.0,338.0,22000,0.0,979.0,557.0,140.0,1766,6.3,Good
4889,4890,86.0,0.0,USA,225000.0,111300.0,575,6.0,22.0,801,15.0,2.0,0.0,0.0,2,7.5,Good
2761,2762,120.0,0.0,UK,15000000.0,141319195.0,641997,1017.0,418.0,13000,0.0,668.0,56.0,40.0,820,8.0,Good
898,899,121.0,0.0,USA,54000000.0,5660084.0,41620,418.0,131.0,2000,102.0,117.0,62.0,43.0,286,2.4,Bad
4844,4845,95.0,3.0,USA,300000.0,2468.0,241,5.0,10.0,261,0.0,685.0,665.0,309.0,2048,4.8,Fair
669,670,99.0,0.0,USA,65000000.0,59617068.0,213863,310.0,313.0,59000,119.0,600.0,346.0,174.0,1375,6.4,Good
4624,4625,96.0,2.0,UK,1000000.0,,6513,41.0,40.0,968,0.0,335.0,334.0,177.0,1226,5.6,Fair
1486,1487,94.0,2.0,USA,35000000.0,13264986.0,12077,162.0,44.0,433,10.0,694.0,605.0,141.0,1668,6.0,Fair
2799,2800,86.0,5.0,USA,14000000.0,10397365.0,11693,104.0,61.0,613,70.0,878.0,834.0,169.0,2165,5.4,Fair
3287,3288,103.0,0.0,USA,9000000.0,71519230.0,92364,244.0,285.0,15000,65.0,2000.0,971.0,908.0,6807,6.5,Good
5025,5026,110.0,1.0,France,4500.0,136007.0,3924,39.0,81.0,171,107.0,576.0,133.0,45.0,776,6.9,Good
4506,4507,76.0,6.0,USA,,,9560,35.0,14.0,636,0.0,387.0,295.0,227.0,1190,3.8,Bad
4594,4595,93.0,1.0,USA,500000.0,48430.0,20176,73.0,112.0,0,11.0,443.0,298.0,271.0,1452,6.8,Good
801,802,90.0,1.0,USA,60000000.0,11802056.0,31640,109.0,127.0,791,48.0,973.0,400.0,196.0,1865,4.9,Fair
2050,2051,127.0,0.0,USA,18000000.0,290158751.0,837759,900.0,223.0,17000,883.0,11000.0,504.0,441.0,12643,8.8,Excellent
4000,4001,87.0,1.0,USA,3500000.0,,49672,419.0,184.0,3000,0.0,1000.0,177.0,83.0,1592,7.2,Good
2614,2615,109.0,1.0,USA,10000000.0,69800000.0,18140,60.0,25.0,855,6.0,1000.0,745.0,271.0,2419,6.1,Good
3010,3011,89.0,0.0,China,,,408,12.0,5.0,211,0.0,970.0,618.0,188.0,1854,3.2,Bad
1550,1551,113.0,2.0,USA,32000000.0,37911876.0,19671,47.0,88.0,0,14.0,918.0,845.0,534.0,3500,4.4,Fair
98,99,182.0,,USA,180000000.0,303001229.0,637246,1367.0,645.0,166000,0.0,5000.0,972.0,773.0,9152,7.9,Good
3957,3958,168.0,0.0,USA,4000000.0,,6303,129.0,34.0,0,0.0,713.0,649.0,69.0,1541,7.6,Good
2275,2276,123.0,0.0,USA,20000000.0,13391174.0,5796,177.0,36.0,0,6.0,541.0,249.0,85.0,908,6.3,Good
2102,2103,142.0,0.0,USA,22000000.0,19283782.0,31227,354.0,85.0,0,0.0,978.0,911.0,854.0,5386,6.6,Good
1749,1750,83.0,0.0,USA,24000000.0,100491683.0,14005,67.0,45.0,418,5.0,971.0,503.0,368.0,3438,5.9,Fair
1670,1671,85.0,0.0,USA,19000000.0,26096584.0,30651,267.0,85.0,1000,14.0,577.0,291.0,244.0,1653,3.4,Bad
1788,1789,108.0,0.0,USA,28000000.0,10907291.0,23775,134.0,225.0,73000,23.0,2000.0,860.0,845.0,4710,5.8,Fair
566,567,97.0,0.0,USA,73000000.0,107225164.0,27130,126.0,141.0,14000,6.0,22000.0,1000.0,415.0,24350,6.3,Good
3998,3999,105.0,2.0,USA,3500000.0,6390032.0,24977,229.0,127.0,0,386.0,3000.0,258.0,248.0,4238,7.5,Good
4770,4771,101.0,1.0,Dominican Republic,500000.0,,197,1.0,1.0,126,0.0,159.0,15.0,15.0,206,6.9,Good
2643,2644,227.0,8.0,UK,15000000.0,6000000.0,192775,559.0,181.0,11000,767.0,607.0,202.0,87.0,1076,8.4,Excellent
4103,4104,102.0,0.0,USA,3000000.0,1821983.0,31089,261.0,254.0,20000,0.0,40000.0,3000.0,387.0,43810,5.4,Fair
2021,2022,98.0,0.0,USA,25000000.0,1512815.0,8885,56.0,123.0,0,149.0,20000.0,617.0,439.0,21414,5.8,Fair
602,603,125.0,1.0,USA,70000000.0,65012000.0,43559,137.0,59.0,0,0.0,443.0,277.0,184.0,1439,6.2,Good
2876,2877,112.0,1.0,USA,13000000.0,3169424.0,18442,59.0,104.0,689,37.0,748.0,573.0,548.0,2417,6.8,Good
1687,1688,112.0,0.0,USA,30000000.0,32357532.0,143368,215.0,219.0,24000,380.0,15000.0,11000.0,2000.0,31278,6.7,Good
1544,1545,131.0,6.0,USA,32500000.0,169076745.0,218711,485.0,371.0,27000,176.0,722.0,655.0,460.0,3229,6.8,Good
1530,1531,97.0,0.0,USA,33000000.0,28927720.0,22220,181.0,103.0,463,10.0,18000.0,223.0,178.0,18688,5.3,Fair
4735,4736,93.0,1.0,USA,500000.0,906666.0,154,5.0,29.0,287,0.0,399.0,169.0,59.0,660,6.8,Good
4030,4031,102.0,7.0,USA,3400000.0,,2116,13.0,17.0,0,19.0,632.0,144.0,80.0,1011,6.6,Good
2572,2573,100.0,0.0,Germany,16000000.0,15500000.0,51996,302.0,111.0,0,9.0,599.0,380.0,363.0,2389,7.0,Good
1811,1812,110.0,3.0,Germany,27000000.0,22494487.0,262153,507.0,202.0,10000,118.0,13000.0,11000.0,1000.0,26451,7.8,Good
4240,4241,125.0,0.0,USA,2100000.0,3330.0,22,1.0,4.0,305,7.0,128.0,22.0,17.0,214,7.2,Good
3591,3592,106.0,4.0,USA,6000000.0,23272306.0,740918,1182.0,162.0,28000,0.0,18000.0,979.0,574.0,20821,8.6,Excellent
845,846,101.0,2.0,USA,55000000.0,98711404.0,127571,207.0,247.0,0,189.0,15000.0,11000.0,7000.0,39822,6.3,Good
725,726,83.0,0.0,USA,105000000.0,90646554.0,124641,289.0,131.0,0,35.0,13000.0,11000.0,754.0,25788,6.6,Good
1557,1558,96.0,1.0,USA,32000000.0,31493782.0,186606,1125.0,441.0,0,0.0,10000.0,917.0,882.0,12754,7.5,Good
4718,4719,87.0,1.0,UK,560000.0,515005.0,31429,219.0,105.0,0,44.0,785.0,725.0,704.0,2538,7.7,Good
1971,1972,30.0,0.0,USA,,,23664,60.0,7.0,581,,971.0,918.0,265.0,2346,7.2,Good
1977,1978,140.0,1.0,USA,25000000.0,13651662.0,332276,514.0,317.0,77000,149.0,27000.0,798.0,581.0,29692,8.2,Excellent
